State Name,State Code,City/Town,Postcode,Suburb,PropertyMedianValue,Updated Year,Updated Month,SuburbAltKey
New South Wales,NSW,Sydney,2000,Dawes Point,1044350,2017,6,1
New South Wales,NSW,Sydney,2000,Haymarket,1044350,2017,6,2
New South Wales,NSW,Sydney,2000,Millers Point,1044350,2017,6,3
New South Wales,NSW,Sydney,2000,Parliament House,1044350,2017,6,4
New South Wales,NSW,Sydney,2000,Sydney,1044350,2017,6,5
New South Wales,NSW,Sydney,2000,Sydney South,1044350,2017,6,6
New South Wales,NSW,Sydney,2000,The Rocks,1044350,2017,6,7
New South Wales,NSW,Sydney,2007,Broadway,1051540,2017,6,8
New South Wales,NSW,Sydney,2007,Ultimo,1051540,2017,6,9
New South Wales,NSW,Sydney,2008,Chippendale,1052500,2017,6,10
New South Wales,NSW,Sydney,2008,Darlington,1052500,2017,6,11
New South Wales,NSW,Sydney,2009,Pyrmont,985000,2017,6,12
New South Wales,NSW,Sydney,2010,Darlinghurst,1250000,2017,6,13
New South Wales,NSW,Sydney,2010,Surry Hills,1250000,2017,6,14
New South Wales,NSW,Sydney,2011,Elizabeth Bay,850000,2017,6,15
New South Wales,NSW,Sydney,2011,Hmas Kuttabul,850000,2017,6,16
New South Wales,NSW,Sydney,2011,Potts Point,850000,2017,6,17
New South Wales,NSW,Sydney,2011,Rushcutters Bay,850000,2017,6,18
New South Wales,NSW,Sydney,2011,Woolloomooloo,850000,2017,6,19
New South Wales,NSW,Sydney,2015,Alexandria,945000,2017,6,20
New South Wales,NSW,Sydney,2015,Beaconsfield,945000,2017,6,21
New South Wales,NSW,Sydney,2015,Eveleigh,945000,2017,6,22
New South Wales,NSW,Sydney,2016,Redfern,1120000,2017,6,23
New South Wales,NSW,Sydney,2017,Waterloo,910000,2017,6,24
New South Wales,NSW,Sydney,2017,Zetland,910000,2017,6,25
New South Wales,NSW,Sydney,2018,Eastlakes,800000,2017,6,26
New South Wales,NSW,Sydney,2018,Rosebery,800000,2017,6,27
New South Wales,NSW,Sydney,2019,Banksmeadow,1070000,2017,6,28
New South Wales,NSW,Sydney,2019,Botany,1070000,2017,6,29
New South Wales,NSW,Sydney,2020,Mascot,1057500,2017,6,30
New South Wales,NSW,Sydney,2020,Sydney Domestic Airport,1057500,2017,6,31
New South Wales,NSW,Sydney,2020,Sydney International Airport,1057500,2017,6,32
New South Wales,NSW,Sydney,2021,Moore Park,2100000,2017,6,33
New South Wales,NSW,Sydney,2021,Paddington,2100000,2017,6,34
New South Wales,NSW,Sydney,2022,Bondi Junction,1310000,2017,6,35
New South Wales,NSW,Sydney,2022,Bondi Junction Plaza,1310000,2017,6,36
New South Wales,NSW,Sydney,2022,Queens Park,1310000,2017,6,37
New South Wales,NSW,Sydney,2023,Bellevue Hill,1385000,2017,6,38
New South Wales,NSW,Sydney,2024,Bronte,1350000,2017,6,39
New South Wales,NSW,Sydney,2024,Waverley,1350000,2017,6,40
New South Wales,NSW,Sydney,2025,Woollahra,2006000,2017,6,41
New South Wales,NSW,Sydney,2026,Bondi,1345000,2017,6,42
New South Wales,NSW,Sydney,2026,Bondi Beach,1345000,2017,6,43
New South Wales,NSW,Sydney,2026,North Bondi,1345000,2017,6,44
New South Wales,NSW,Sydney,2026,Tamarama,1345000,2017,6,45
New South Wales,NSW,Sydney,2027,Darling Point,1915000,2017,6,46
New South Wales,NSW,Sydney,2027,Edgecliff,1915000,2017,6,47
New South Wales,NSW,Sydney,2027,Hmas Rushcutters,1915000,2017,6,48
New South Wales,NSW,Sydney,2027,Point Piper,1915000,2017,6,49
New South Wales,NSW,Sydney,2028,Double Bay,2230000,2017,6,50
New South Wales,NSW,Sydney,2029,Rose Bay,1500000,2017,6,51
New South Wales,NSW,Sydney,2030,Dover Heights,1500000,2017,6,52
New South Wales,NSW,Sydney,2030,Hmas Watson,1500000,2017,6,53
New South Wales,NSW,Sydney,2030,Rose Bay North,1500000,2017,6,54
New South Wales,NSW,Sydney,2030,Vaucluse,1500000,2017,6,55
New South Wales,NSW,Sydney,2030,Watsons Bay,1500000,2017,6,56
New South Wales,NSW,Sydney,2031,Clovelly,1245000,2017,6,57
New South Wales,NSW,Sydney,2031,Clovelly West,1245000,2017,6,58
New South Wales,NSW,Sydney,2031,Randwick,1245000,2017,6,59
New South Wales,NSW,Sydney,2031,St Pauls,1245000,2017,6,60
New South Wales,NSW,Sydney,2032,Daceyville,1870000,2017,6,61
New South Wales,NSW,Sydney,2032,Kingsford,1870000,2017,6,62
New South Wales,NSW,Sydney,2033,Kensington,980000,2017,6,63
New South Wales,NSW,Sydney,2034,Coogee,1275000,2017,6,64
New South Wales,NSW,Sydney,2034,South Coogee,1275000,2017,6,65
New South Wales,NSW,Sydney,2035,Maroubra,1400000,2017,6,66
New South Wales,NSW,Sydney,2035,Maroubra South,1400000,2017,6,67
New South Wales,NSW,Sydney,2035,Pagewood,1400000,2017,6,68
New South Wales,NSW,Sydney,2036,Chifley,840000,2017,6,69
New South Wales,NSW,Sydney,2036,Eastgardens,840000,2017,6,70
New South Wales,NSW,Sydney,2036,Hillsdale,840000,2017,6,71
New South Wales,NSW,Sydney,2036,La Perouse,840000,2017,6,72
New South Wales,NSW,Sydney,2036,Little Bay,840000,2017,6,73
New South Wales,NSW,Sydney,2036,Malabar,840000,2017,6,74
New South Wales,NSW,Sydney,2036,Matraville,840000,2017,6,75
New South Wales,NSW,Sydney,2036,Phillip Bay,840000,2017,6,76
New South Wales,NSW,Sydney,2036,Port Botany,840000,2017,6,77
New South Wales,NSW,Sydney,2037,Forest Lodge,1433750,2017,6,78
New South Wales,NSW,Sydney,2037,Glebe,1433750,2017,6,79
New South Wales,NSW,Sydney,2038,Annandale,1350000,2017,6,80
New South Wales,NSW,Sydney,2039,Rozelle,1593000,2017,6,81
New South Wales,NSW,Sydney,2040,Leichhardt,1480000,2017,6,82
New South Wales,NSW,Sydney,2040,Lilyfield,1480000,2017,6,83
New South Wales,NSW,Sydney,2041,Balmain,1750000,2017,6,84
New South Wales,NSW,Sydney,2041,Balmain East,1750000,2017,6,85
New South Wales,NSW,Sydney,2041,Birchgrove,1750000,2017,6,86
New South Wales,NSW,Sydney,2042,Enmore,1192500,2017,6,87
New South Wales,NSW,Sydney,2042,Newtown,1192500,2017,6,88
New South Wales,NSW,Sydney,2043,Erskineville,1080000,2017,6,89
New South Wales,NSW,Sydney,2044,St Peters,1301500,2017,6,90
New South Wales,NSW,Sydney,2044,Sydenham,1301500,2017,6,91
New South Wales,NSW,Sydney,2044,Tempe,1301500,2017,6,92
New South Wales,NSW,Sydney,2045,Haberfield,1910000,2017,6,93
New South Wales,NSW,Sydney,2046,Abbotsford,1365000,2017,6,94
New South Wales,NSW,Sydney,2046,Canada Bay,1365000,2017,6,95
New South Wales,NSW,Sydney,2046,Chiswick,1365000,2017,6,96
New South Wales,NSW,Sydney,2046,Five Dock,1365000,2017,6,97
New South Wales,NSW,Sydney,2046,Rodd Point,1365000,2017,6,98
New South Wales,NSW,Sydney,2046,Russell Lea,1365000,2017,6,99
New South Wales,NSW,Sydney,2046,Wareemba,1365000,2017,6,100
New South Wales,NSW,Sydney,2047,Drummoyne,1500000,2017,6,101
New South Wales,NSW,Sydney,2048,Stanmore,1360000,2017,6,102
New South Wales,NSW,Sydney,2049,Lewisham,956000,2017,6,103
New South Wales,NSW,Sydney,2049,Petersham,956000,2017,6,104
New South Wales,NSW,Sydney,2049,Petersham North,956000,2017,6,105
New South Wales,NSW,Sydney,2050,Camperdown,843000,2017,6,106
New South Wales,NSW,Sydney,2050,Missenden Road,843000,2017,6,107
New South Wales,NSW,Sydney,2060,Hmas Waterhen,1350000,2017,6,108
New South Wales,NSW,Sydney,2060,Lavender Bay,1350000,2017,6,109
New South Wales,NSW,Sydney,2060,Mcmahons Point,1350000,2017,6,110
New South Wales,NSW,Sydney,2060,North Sydney,1350000,2017,6,111
New South Wales,NSW,Sydney,2060,North Sydney Shoppingworld,1350000,2017,6,112
New South Wales,NSW,Sydney,2060,Waverton,1350000,2017,6,113
New South Wales,NSW,Sydney,2061,Kirribilli,1415500,2017,6,114
New South Wales,NSW,Sydney,2061,Milsons Point,1415500,2017,6,115
New South Wales,NSW,Sydney,2062,Cammeray,1250000,2017,6,116
New South Wales,NSW,Sydney,2063,Northbridge,3210000,2017,6,117
New South Wales,NSW,Sydney,2064,Artarmon,980000,2017,6,118
New South Wales,NSW,Sydney,2065,Crows Nest,1300000,2017,6,119
New South Wales,NSW,Sydney,2065,Greenwich,1300000,2017,6,120
New South Wales,NSW,Sydney,2065,Naremburn,1300000,2017,6,121
New South Wales,NSW,Sydney,2065,Royal North Shore Hospital,1300000,2017,6,122
New South Wales,NSW,Sydney,2065,St Leonards,1300000,2017,6,123
New South Wales,NSW,Sydney,2065,Wollstonecraft,1300000,2017,6,124
New South Wales,NSW,Sydney,2066,Lane Cove,1082500,2017,6,125
New South Wales,NSW,Sydney,2066,Lane Cove North,1082500,2017,6,126
New South Wales,NSW,Sydney,2066,Lane Cove West,1082500,2017,6,127
New South Wales,NSW,Sydney,2066,Linley Point,1082500,2017,6,128
New South Wales,NSW,Sydney,2066,Longueville,1082500,2017,6,129
New South Wales,NSW,Sydney,2066,Northwood,1082500,2017,6,130
New South Wales,NSW,Sydney,2066,Riverview,1082500,2017,6,131
New South Wales,NSW,Sydney,2067,Chatswood,1187000,2017,6,132
New South Wales,NSW,Sydney,2067,Chatswood West,1187000,2017,6,133
New South Wales,NSW,Sydney,2068,Castlecrag,2272500,2017,6,134
New South Wales,NSW,Sydney,2068,Middle Cove,2272500,2017,6,135
New South Wales,NSW,Sydney,2068,North Willoughby,2272500,2017,6,136
New South Wales,NSW,Sydney,2068,Willoughby,2272500,2017,6,137
New South Wales,NSW,Sydney,2068,Willoughby East,2272500,2017,6,138
New South Wales,NSW,Sydney,2068,Willoughby North,2272500,2017,6,139
New South Wales,NSW,Sydney,2069,Castle Cove,2510000,2017,6,140
New South Wales,NSW,Sydney,2069,Roseville,2510000,2017,6,141
New South Wales,NSW,Sydney,2069,Roseville Chase,2510000,2017,6,142
New South Wales,NSW,Sydney,2070,East Lindfield,2070040,2017,6,143
New South Wales,NSW,Sydney,2070,Lindfield,2070040,2017,6,144
New South Wales,NSW,Sydney,2070,Lindfield West,2070040,2017,6,145
New South Wales,NSW,Sydney,2071,East Killara,2150000,2017,6,146
New South Wales,NSW,Sydney,2071,Killara,2150000,2017,6,147
New South Wales,NSW,Sydney,2072,Gordon,1000500,2017,6,148
New South Wales,NSW,Sydney,2073,Pymble,2235000,2017,6,149
New South Wales,NSW,Sydney,2073,West Pymble,2235000,2017,6,150
New South Wales,NSW,Sydney,2074,North Turramurra,1836500,2017,6,151
New South Wales,NSW,Sydney,2074,South Turramurra,1836500,2017,6,152
New South Wales,NSW,Sydney,2074,Turramurra,1836500,2017,6,153
New South Wales,NSW,Sydney,2074,Warrawee,1836500,2017,6,154
New South Wales,NSW,Sydney,2075,St Ives,1830000,2017,6,155
New South Wales,NSW,Sydney,2075,St Ives Chase,1830000,2017,6,156
New South Wales,NSW,Sydney,2076,Normanhurst,1650000,2017,6,157
New South Wales,NSW,Sydney,2076,North Wahroonga,1650000,2017,6,158
New South Wales,NSW,Sydney,2076,Wahroonga,1650000,2017,6,159
New South Wales,NSW,Sydney,2077,Asquith,770000,2017,6,160
New South Wales,NSW,Sydney,2077,Hornsby,770000,2017,6,161
New South Wales,NSW,Sydney,2077,Hornsby Heights,770000,2017,6,162
New South Wales,NSW,Sydney,2077,Waitara,770000,2017,6,163
New South Wales,NSW,Sydney,2079,Mount Colah,1210000,2017,6,164
New South Wales,NSW,Sydney,2080,Mount Kuring-Gai,0,2017,6,165
New South Wales,NSW,Sydney,2081,Berowra,1220000,2017,6,166
New South Wales,NSW,Sydney,2081,Cowan,1220000,2017,6,167
New South Wales,NSW,Sydney,2082,Berowra Heights,1177500,2017,6,168
New South Wales,NSW,Sydney,2082,Berowra Waters,1177500,2017,6,169
New South Wales,NSW,Sydney,2083,Bar Point,0,2017,6,170
New South Wales,NSW,Sydney,2083,Brooklyn,0,2017,6,171
New South Wales,NSW,Sydney,2083,Cheero Point,0,2017,6,172
New South Wales,NSW,Sydney,2083,Cogra Bay,0,2017,6,173
New South Wales,NSW,Sydney,2083,Dangar Island,0,2017,6,174
New South Wales,NSW,Sydney,2083,Milsons Passage,0,2017,6,175
New South Wales,NSW,Sydney,2083,Mooney Mooney,0,2017,6,176
New South Wales,NSW,Sydney,2084,Cottage Point,0,2017,6,177
New South Wales,NSW,Sydney,2084,Duffys Forest,0,2017,6,178
New South Wales,NSW,Sydney,2084,Terrey Hills,0,2017,6,179
New South Wales,NSW,Sydney,2085,Belrose,1600000,2017,6,180
New South Wales,NSW,Sydney,2085,Belrose West,1600000,2017,6,181
New South Wales,NSW,Sydney,2085,Davidson,1600000,2017,6,182
New South Wales,NSW,Sydney,2086,Frenchs Forest,1645500,2017,6,183
New South Wales,NSW,Sydney,2086,Frenchs Forest East,1645500,2017,6,184
New South Wales,NSW,Sydney,2087,Forestville,1703000,2017,6,185
New South Wales,NSW,Sydney,2087,Killarney Heights,1703000,2017,6,186
New South Wales,NSW,Sydney,2088,Mosman,1860000,2017,6,187
New South Wales,NSW,Sydney,2088,Spit Junction,1860000,2017,6,188
New South Wales,NSW,Sydney,2089,Neutral Bay,1300000,2017,6,189
New South Wales,NSW,Sydney,2089,Neutral Bay Junction,1300000,2017,6,190
New South Wales,NSW,Sydney,2090,Cremorne,1290000,2017,6,191
New South Wales,NSW,Sydney,2090,Cremorne Junction,1290000,2017,6,192
New South Wales,NSW,Sydney,2090,Cremorne Point,1290000,2017,6,193
New South Wales,NSW,Sydney,2092,Seaforth,2655700,2017,6,194
New South Wales,NSW,Sydney,2093,Balgowlah,1470000,2017,6,195
New South Wales,NSW,Sydney,2093,Balgowlah Heights,1470000,2017,6,196
New South Wales,NSW,Sydney,2093,Clontarf,1470000,2017,6,197
New South Wales,NSW,Sydney,2093,Manly Vale,1470000,2017,6,198
New South Wales,NSW,Sydney,2093,North Balgowlah,1470000,2017,6,199
New South Wales,NSW,Sydney,2094,Fairlight,1413000,2017,6,200
New South Wales,NSW,Sydney,2095,Manly,1200000,2017,6,201
New South Wales,NSW,Sydney,2095,Manly East,1200000,2017,6,202
New South Wales,NSW,Sydney,2096,Curl Curl,975000,2017,6,203
New South Wales,NSW,Sydney,2096,Harbord,975000,2017,6,204
New South Wales,NSW,Sydney,2096,Queenscliff,975000,2017,6,205
New South Wales,NSW,Sydney,2097,Collaroy,1470750,2017,6,206
New South Wales,NSW,Sydney,2097,Collaroy Beach,1470750,2017,6,207
New South Wales,NSW,Sydney,2097,Collaroy Plateau West,1470750,2017,6,208
New South Wales,NSW,Sydney,2097,Wheeler Heights,1470750,2017,6,209
New South Wales,NSW,Sydney,2099,Cromer,1000000,2017,6,210
New South Wales,NSW,Sydney,2099,Dee Why,1000000,2017,6,211
New South Wales,NSW,Sydney,2099,Narraweena,1000000,2017,6,212
New South Wales,NSW,Sydney,2099,North Curl Curl,1000000,2017,6,213
New South Wales,NSW,Sydney,2100,Allambie Heights,1535000,2017,6,214
New South Wales,NSW,Sydney,2100,Beacon Hill,1535000,2017,6,215
New South Wales,NSW,Sydney,2100,Brookvale,1535000,2017,6,216
New South Wales,NSW,Sydney,2100,North Manly,1535000,2017,6,217
New South Wales,NSW,Sydney,2100,Oxford Falls,1535000,2017,6,218
New South Wales,NSW,Sydney,2100,Warringah Mall,1535000,2017,6,219
New South Wales,NSW,Sydney,2101,Elanora Heights,1257500,2017,6,220
New South Wales,NSW,Sydney,2101,Ingleside,1257500,2017,6,221
New South Wales,NSW,Sydney,2101,Narrabeen,1257500,2017,6,222
New South Wales,NSW,Sydney,2101,North Narrabeen,1257500,2017,6,223
New South Wales,NSW,Sydney,2102,Warriewood,1220000,2017,6,224
New South Wales,NSW,Sydney,2103,Mona Vale,1400000,2017,6,225
New South Wales,NSW,Sydney,2104,Bayview,0,2017,6,226
New South Wales,NSW,Sydney,2105,Church Point,0,2017,6,227
New South Wales,NSW,Sydney,2105,Elvina Bay,0,2017,6,228
New South Wales,NSW,Sydney,2105,Lovett Bay,0,2017,6,229
New South Wales,NSW,Sydney,2105,Scotland Island,0,2017,6,230
New South Wales,NSW,Sydney,2106,Newport,1375000,2017,6,231
New South Wales,NSW,Sydney,2106,Newport Beach,1375000,2017,6,232
New South Wales,NSW,Sydney,2107,Avalon Beach,1630000,2017,6,233
New South Wales,NSW,Sydney,2107,Bilgola,1630000,2017,6,234
New South Wales,NSW,Sydney,2107,Careel Bay,1630000,2017,6,235
New South Wales,NSW,Sydney,2107,Clareville,1630000,2017,6,236
New South Wales,NSW,Sydney,2107,Paradise Beach,1630000,2017,6,237
New South Wales,NSW,Sydney,2107,Taylors Point,1630000,2017,6,238
New South Wales,NSW,Sydney,2107,Whale Beach,1630000,2017,6,239
New South Wales,NSW,Sydney,2108,Coasters Retreat,2000000,2017,6,240
New South Wales,NSW,Sydney,2108,Currawong Beach,2000000,2017,6,241
New South Wales,NSW,Sydney,2108,Great Mackerel Beach,2000000,2017,6,242
New South Wales,NSW,Sydney,2108,Morning Bay,2000000,2017,6,243
New South Wales,NSW,Sydney,2108,Palm Beach,2000000,2017,6,244
New South Wales,NSW,Sydney,2108,The Basin,2000000,2017,6,245
New South Wales,NSW,Sydney,2110,Hunters Hill,2200000,2017,6,246
New South Wales,NSW,Sydney,2110,Woolwich,2200000,2017,6,247
New South Wales,NSW,Sydney,2111,Boronia Park,825000,2017,6,248
New South Wales,NSW,Sydney,2111,Gladesville,825000,2017,6,249
New South Wales,NSW,Sydney,2111,Henley,825000,2017,6,250
New South Wales,NSW,Sydney,2111,Huntleys Cove,825000,2017,6,251
New South Wales,NSW,Sydney,2111,Huntleys Point,825000,2017,6,252
New South Wales,NSW,Sydney,2111,Monash Park,825000,2017,6,253
New South Wales,NSW,Sydney,2111,Tennyson Point,825000,2017,6,254
New South Wales,NSW,Sydney,2112,Denistone East,1105000,2017,6,255
New South Wales,NSW,Sydney,2112,Putney,1105000,2017,6,256
New South Wales,NSW,Sydney,2112,Ryde,1105000,2017,6,257
New South Wales,NSW,Sydney,2113,Blenheim Road,1355500,2017,6,258
New South Wales,NSW,Sydney,2113,East Ryde,1355500,2017,6,259
New South Wales,NSW,Sydney,2113,Macquarie Centre,1355500,2017,6,260
New South Wales,NSW,Sydney,2113,Macquarie Park,1355500,2017,6,261
New South Wales,NSW,Sydney,2113,North Ryde,1355500,2017,6,262
New South Wales,NSW,Sydney,2114,Denistone,861000,2017,6,263
New South Wales,NSW,Sydney,2114,Denistone West,861000,2017,6,264
New South Wales,NSW,Sydney,2114,Meadowbank,861000,2017,6,265
New South Wales,NSW,Sydney,2114,Melrose Park,861000,2017,6,266
New South Wales,NSW,Sydney,2114,West Ryde,861000,2017,6,267
New South Wales,NSW,Sydney,2115,Ermington,1260000,2017,6,268
New South Wales,NSW,Sydney,2116,Rydalmere,987500,2017,6,269
New South Wales,NSW,Sydney,2117,Dundas,1080000,2017,6,270
New South Wales,NSW,Sydney,2117,Dundas Valley,1080000,2017,6,271
New South Wales,NSW,Sydney,2117,Oatlands,1080000,2017,6,272
New South Wales,NSW,Sydney,2117,Telopea,1080000,2017,6,273
New South Wales,NSW,Sydney,2118,Carlingford,882500,2017,6,274
New South Wales,NSW,Sydney,2118,Carlingford Court,882500,2017,6,275
New South Wales,NSW,Sydney,2118,Carlingford North,882500,2017,6,276
New South Wales,NSW,Sydney,2118,Kingsdene,882500,2017,6,277
New South Wales,NSW,Sydney,2119,Beecroft,1700500,2017,6,278
New South Wales,NSW,Sydney,2119,Cheltenham,1700500,2017,6,279
New South Wales,NSW,Sydney,2120,Pennant Hills,1338000,2017,6,280
New South Wales,NSW,Sydney,2120,Thornleigh,1338000,2017,6,281
New South Wales,NSW,Sydney,2120,Westleigh,1338000,2017,6,282
New South Wales,NSW,Sydney,2121,Epping,990000,2017,6,283
New South Wales,NSW,Sydney,2121,North Epping,990000,2017,6,284
New South Wales,NSW,Sydney,2122,Eastwood,1139500,2017,6,285
New South Wales,NSW,Sydney,2122,Marsfield,1139500,2017,6,286
New South Wales,NSW,Sydney,2125,West Pennant Hills,1650000,2017,6,287
New South Wales,NSW,Sydney,2126,Cherrybrook,1620000,2017,6,288
New South Wales,NSW,Sydney,2127,Homebush Bay,748000,2017,6,289
New South Wales,NSW,Sydney,2127,Newington,748000,2017,6,290
New South Wales,NSW,Sydney,2128,Silverwater,0,2017,6,291
New South Wales,NSW,Sydney,2130,Summer Hill,1050000,2017,6,292
New South Wales,NSW,Sydney,2131,Ashfield,779000,2017,6,293
New South Wales,NSW,Sydney,2132,Croydon,1312500,2017,6,294
New South Wales,NSW,Sydney,2133,Croydon Park,1178000,2017,6,295
New South Wales,NSW,Sydney,2133,Enfield South,1178000,2017,6,296
New South Wales,NSW,Sydney,2134,Burwood,893000,2017,6,297
New South Wales,NSW,Sydney,2134,Burwood North,893000,2017,6,298
New South Wales,NSW,Sydney,2135,Strathfield,1150000,2017,6,299
New South Wales,NSW,Sydney,2136,Burwood Heights,727500,2017,6,300
New South Wales,NSW,Sydney,2136,Enfield,727500,2017,6,301
New South Wales,NSW,Sydney,2136,Strathfield South,727500,2017,6,302
New South Wales,NSW,Sydney,2137,Breakfast Point,1275000,2017,6,303
New South Wales,NSW,Sydney,2137,Cabarita,1275000,2017,6,304
New South Wales,NSW,Sydney,2137,Concord,1275000,2017,6,305
New South Wales,NSW,Sydney,2137,Mortlake,1275000,2017,6,306
New South Wales,NSW,Sydney,2137,North Strathfield,1275000,2017,6,307
New South Wales,NSW,Sydney,2138,Concord West,910000,2017,6,308
New South Wales,NSW,Sydney,2138,Liberty Grove,910000,2017,6,309
New South Wales,NSW,Sydney,2138,Rhodes,910000,2017,6,310
New South Wales,NSW,Sydney,2140,Homebush,640000,2017,6,311
New South Wales,NSW,Sydney,2140,Homebush South,640000,2017,6,312
New South Wales,NSW,Sydney,2140,Homebush West,640000,2017,6,313
New South Wales,NSW,Sydney,2141,Berala,896000,2017,6,314
New South Wales,NSW,Sydney,2141,Lidcombe,896000,2017,6,315
New South Wales,NSW,Sydney,2141,Lidcombe North,896000,2017,6,316
New South Wales,NSW,Sydney,2141,Rookwood,896000,2017,6,317
New South Wales,NSW,Sydney,2142,Blaxcell,632000,2017,6,318
New South Wales,NSW,Sydney,2142,Camellia,632000,2017,6,319
New South Wales,NSW,Sydney,2142,Clyde,632000,2017,6,320
New South Wales,NSW,Sydney,2142,Granville,632000,2017,6,321
New South Wales,NSW,Sydney,2142,Holroyd,632000,2017,6,322
New South Wales,NSW,Sydney,2142,Rosehill,632000,2017,6,323
New South Wales,NSW,Sydney,2142,South Granville,632000,2017,6,324
New South Wales,NSW,Sydney,2143,Birrong,756500,2017,6,325
New South Wales,NSW,Sydney,2143,Potts Hill,756500,2017,6,326
New South Wales,NSW,Sydney,2143,Regents Park,756500,2017,6,327
New South Wales,NSW,Sydney,2144,Auburn,658500,2017,6,328
New South Wales,NSW,Sydney,2145,Girraween,747000,2017,6,329
New South Wales,NSW,Sydney,2145,Greystanes,747000,2017,6,330
New South Wales,NSW,Sydney,2145,Mays Hill,747000,2017,6,331
New South Wales,NSW,Sydney,2145,Pemulwuy,747000,2017,6,332
New South Wales,NSW,Sydney,2145,Pendle Hill,747000,2017,6,333
New South Wales,NSW,Sydney,2145,South Wentworthville,747000,2017,6,334
New South Wales,NSW,Sydney,2145,Wentworthville,747000,2017,6,335
New South Wales,NSW,Sydney,2145,Westmead,747000,2017,6,336
New South Wales,NSW,Sydney,2146,Old Toongabbie,728000,2017,6,337
New South Wales,NSW,Sydney,2146,Toongabbie,728000,2017,6,338
New South Wales,NSW,Sydney,2146,Toongabbie East,728000,2017,6,339
New South Wales,NSW,Sydney,2147,Kings Langley,795000,2017,6,340
New South Wales,NSW,Sydney,2147,Lalor Park,795000,2017,6,341
New South Wales,NSW,Sydney,2147,Seven Hills,795000,2017,6,342
New South Wales,NSW,Sydney,2147,Seven Hills West,795000,2017,6,343
New South Wales,NSW,Sydney,2148,Arndell Park,710000,2017,6,344
New South Wales,NSW,Sydney,2148,Blacktown,710000,2017,6,345
New South Wales,NSW,Sydney,2148,Blacktown Westpoint,710000,2017,6,346
New South Wales,NSW,Sydney,2148,Huntingwood,710000,2017,6,347
New South Wales,NSW,Sydney,2148,Kings Park,710000,2017,6,348
New South Wales,NSW,Sydney,2148,Marayong,710000,2017,6,349
New South Wales,NSW,Sydney,2148,Prospect,710000,2017,6,350
New South Wales,NSW,Sydney,2150,Harris Park,696700,2017,6,351
New South Wales,NSW,Sydney,2150,Parramatta,696700,2017,6,352
New South Wales,NSW,Sydney,2150,Parramatta Westfield,696700,2017,6,353
New South Wales,NSW,Sydney,2151,North Parramatta,710000,2017,6,354
New South Wales,NSW,Sydney,2151,North Rocks,710000,2017,6,355
New South Wales,NSW,Sydney,2152,Northmead,784000,2017,6,356
New South Wales,NSW,Sydney,2153,Baulkham Hills,1170000,2017,6,357
New South Wales,NSW,Sydney,2153,Bella Vista,1170000,2017,6,358
New South Wales,NSW,Sydney,2153,Winston Hills,1170000,2017,6,359
New South Wales,NSW,Sydney,2154,Castle Hill,1535000,2017,6,360
New South Wales,NSW,Sydney,2155,Beaumont Hills,1145000,2017,6,361
New South Wales,NSW,Sydney,2155,Kellyville,1145000,2017,6,362
New South Wales,NSW,Sydney,2155,Kellyville Ridge,1145000,2017,6,363
New South Wales,NSW,Sydney,2155,Rouse Hill,1145000,2017,6,364
New South Wales,NSW,Sydney,2156,Annangrove,1585000,2017,6,365
New South Wales,NSW,Sydney,2156,Glenhaven,1585000,2017,6,366
New South Wales,NSW,Sydney,2156,Kenthurst,1585000,2017,6,367
New South Wales,NSW,Sydney,2157,Canoelands,0,2017,6,368
New South Wales,NSW,Sydney,2157,Forest Glen,0,2017,6,369
New South Wales,NSW,Sydney,2157,Glenorie,0,2017,6,370
New South Wales,NSW,Sydney,2158,Dural,1320000,2017,6,371
New South Wales,NSW,Sydney,2158,Middle Dural,1320000,2017,6,372
New South Wales,NSW,Sydney,2158,Round Corner,1320000,2017,6,373
New South Wales,NSW,Sydney,2159,Arcadia,1800000,2017,6,374
New South Wales,NSW,Sydney,2159,Berrilee,1800000,2017,6,375
New South Wales,NSW,Sydney,2159,Fiddletown,1800000,2017,6,376
New South Wales,NSW,Sydney,2159,Galston,1800000,2017,6,377
New South Wales,NSW,Sydney,2160,Merrylands,715000,2017,6,378
New South Wales,NSW,Sydney,2160,Merrylands West,715000,2017,6,379
New South Wales,NSW,Sydney,2161,Guildford,795000,2017,6,380
New South Wales,NSW,Sydney,2161,Guildford West,795000,2017,6,381
New South Wales,NSW,Sydney,2161,Old Guildford,795000,2017,6,382
New South Wales,NSW,Sydney,2161,Yennora,795000,2017,6,383
New South Wales,NSW,Sydney,2162,Chester Hill,837500,2017,6,384
New South Wales,NSW,Sydney,2162,Sefton,837500,2017,6,385
New South Wales,NSW,Sydney,2163,Carramar,756250,2017,6,386
New South Wales,NSW,Sydney,2163,Lansdowne,756250,2017,6,387
New South Wales,NSW,Sydney,2163,Villawood,756250,2017,6,388
New South Wales,NSW,Sydney,2164,Smithfield,778000,2017,6,389
New South Wales,NSW,Sydney,2164,Smithfield West,778000,2017,6,390
New South Wales,NSW,Sydney,2164,Wetherill Park,778000,2017,6,391
New South Wales,NSW,Sydney,2164,Woodpark,778000,2017,6,392
New South Wales,NSW,Sydney,2165,Fairfield,730000,2017,6,393
New South Wales,NSW,Sydney,2165,Fairfield East,730000,2017,6,394
New South Wales,NSW,Sydney,2165,Fairfield Heights,730000,2017,6,395
